map,label,action,score,signals_json
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_RamonApproachRight,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4Left,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4Right,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4Correct,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4Complete,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz4Incorrect,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_BattleDerek,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_DerekApproachLeft,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_DerekApproachRight,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_DerekApproachLeft,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_DerekApproachRight,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5Left,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5Right,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5Correct,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5Complete,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz5Incorrect,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_BattleDusty,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_DustyApproachLeft,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_DustyApproachRight,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_DustyApproachLeft,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_DustyApproachRight,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6Left,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6Right,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6Correct,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6Complete,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_Quiz6Incorrect,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_BattleZac,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_ZacApproachLeft,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_ZacApproachRight,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_ZacApproachLeft,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_Movement_ZacApproachRight,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor1,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor2,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor3,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor4,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor5,KEEP,0,{}
CinnabarIsland_Gym,CinnabarIsland_Gym_EventScript_OpenDoor6,KEEP,0,{}
CinnabarIsland_Mart,CinnabarIsland_Mart_MapScripts,KEEP,0,{}
CinnabarIsland_Mart,CinnabarIsland_Mart_EventScript_Woman,KEEP,0,{}
CinnabarIsland_Mart,CinnabarIsland_Mart_EventScript_Scientist,KEEP,0,{}
CinnabarIsland_Mart,CinnabarIsland_Mart_EventScript_Clerk,KEEP,0,{}
CinnabarIsland_Mart,CinnabarIsland_Mart_Items,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_OnTransition,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_Nurse,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_Gentleman,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_CooltrainerF,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_Youngster,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_Bill,STUB,8,"{""story_flags"": [""HIDE_""], ""cutscene_control"": [""playbgm""], ""delays"": {""matches"": [""20""], ""total"": 20}}"
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_ExitWithBillSouth,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_ExitWithBillEast,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_ExitWithBillWest,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_EventScript_NotReadyToSail,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_Movement_BillExit,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_Movement_PlayerExitSouth,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_Movement_BillExitEast,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_Movement_PlayerExitEast,KEEP,0,{}
CinnabarIsland_PokemonCenter_1F,CinnabarIsland_PokemonCenter_1F_Movement_PlayerExitWest,KEEP,0,{}
CinnabarIsland_PokemonCenter_2F,CinnabarIsland_PokemonCenter_2F_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonCenter_2F,CinnabarIsland_PokemonCenter_2F_EventScript_Colosseum,KEEP,0,{}
CinnabarIsland_PokemonCenter_2F,CinnabarIsland_PokemonCenter_2F_EventScript_TradeCenter,KEEP,0,{}
CinnabarIsland_PokemonCenter_2F,CinnabarIsland_PokemonCenter_2F_EventScript_RecordCorner,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_OnTransition,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_ReadyFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_Scientist,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_DrFujiPhoto,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_MeetingRoomSign,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_RAndDRoomSign,KEEP,0,{}
CinnabarIsland_PokemonLab_Entrance,CinnabarIsland_PokemonLab_Entrance_EventScript_TestingRoomSign,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_Garett,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_DeclineTrade,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_NotRequestedMon,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_AlreadyTraded,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_FossilScientist,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckAddHelixFossilToList,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckAddDomeFossilToList,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckAddOldAmberToList,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_SetResultFalse,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_DontShowFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ChooseFossilHelix,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ChooseFossilDome,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ChooseFossilAmber,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ChooseFossilHelixAmber,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ChooseFossilDomeAmber,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ShowHelixFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ShowDomeFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_ShowOldAmber,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_DeclineReviveFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_FossilStillReviving,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_GiveRevivedMon,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_GiveOmanyte,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_GiveKabuto,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_GiveAerodactyl,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_NicknameMonParty,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_NicknameMonPC,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_MonSentToPC,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_EndGiveMon,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_RevivedAllFossils,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckRevivedMtMoonFossil,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckRevivedHelix,KEEP,0,{}
CinnabarIsland_PokemonLab_ExperimentRoom,CinnabarIsland_PokemonLab_ExperimentRoom_EventScript_CheckRevivedDome,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_Scientist,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_Clifton,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_CliftonDeclineTrade,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_CliftonNotRequestedMon,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_CliftonAlreadyTraded,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_Norma,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_NormaDeclineTrade,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_NormaNotRequestedMon,KEEP,0,{}
CinnabarIsland_PokemonLab_Lounge,CinnabarIsland_PokemonLab_Lounge_EventScript_NormaAlreadyTraded,KEEP,0,{}
CinnabarIsland_PokemonLab_ResearchRoom,CinnabarIsland_PokemonLab_ResearchRoom_MapScripts,KEEP,0,{}
CinnabarIsland_PokemonLab_ResearchRoom,CinnabarIsland_PokemonLab_ResearchRoom_EventScript_MetronomeTutor,KEEP,0,{}
CinnabarIsland_PokemonLab_ResearchRoom,CinnabarIsland_PokemonLab_ResearchRoom_EventScript_Scientist,KEEP,0,{}
CinnabarIsland_PokemonLab_ResearchRoom,CinnabarIsland_PokemonLab_ResearchRoom_EventScript_Computer,KEEP,0,{}
CinnabarIsland_PokemonLab_ResearchRoom,CinnabarIsland_PokemonLab_ResearchRoom_EventScript_AmberPipe,KEEP,0,{}
DiglettsCave_B1F,DiglettsCave_B1F_MapScripts,KEEP,0,{}
DiglettsCave_B1F,DiglettsCave_B1F_OnTransition,KEEP,0,{}
DiglettsCave_NorthEntrance,DiglettsCave_NorthEntrance_MapScripts,KEEP,0,{}
DiglettsCave_NorthEntrance,DiglettsCave_NorthEntrance_EventScript_Hiker,KEEP,0,{}
DiglettsCave_SouthEntrance,DiglettsCave_SouthEntrance_MapScripts,KEEP,0,{}
DiglettsCave_SouthEntrance,DiglettsCave_SouthEntrance_EventScript_OldMan,KEEP,0,{}
FiveIsland,FiveIsland_MapScripts,KEEP,0,{}
FiveIsland,FiveIsland_OnTransition,KEEP,0,{}
FiveIsland,FiveIsland_EventScript_IslandSign,KEEP,0,{}
FiveIsland,FiveIsland_EventScript_BugCatcher,KEEP,0,{}
FiveIsland,FiveIsland_EventScript_Fisher,KEEP,0,{}
FiveIsland_Harbor,FiveIsland_Harbor_MapScripts,KEEP,0,{}
FiveIsland_Harbor,FiveIsland_Harbor_EventScript_Sailor,KEEP,0,{}
FiveIsland_House1,FiveIsland_House1_MapScripts,KEEP,0,{}
FiveIsland_House1,FiveIsland_House1_EventScript_Woman,KEEP,0,{}
FiveIsland_House2,FiveIsland_House2_MapScripts,KEEP,0,{}
FiveIsland_House2,FiveIsland_House2_EventScript_OldMan,KEEP,0,{}
FiveIsland_LostCave_Entrance,FiveIsland_LostCave_Entrance_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Entrance,FiveIsland_LostCave_Entrance_OnTransition,KEEP,0,{}
FiveIsland_LostCave_Room1,FiveIsland_LostCave_Room1_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room1,FiveIsland_LostCave_Room1_EventScript_Lawson,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_OnResume,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_EventScript_StopSelphySceneTrigger,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_OnFrame,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_EventScript_FindSelphyScene,STUB,4.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""], ""delays"": {""matches"": [""100""], ""total"": 100}}"
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_EventScript_SetSelphyFound,STUB,5,"{""story_flags"": [""HIDE_""]}"
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_EventScript_SelphyQuestLog,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_Movement_SelphyWander,KEEP,0,{}
FiveIsland_LostCave_Room10,FiveIsland_LostCave_Room10_Movement_SelphyApproach,KEEP,0,{}
FiveIsland_LostCave_Room11,FiveIsland_LostCave_Room11_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room12,FiveIsland_LostCave_Room12_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room13,FiveIsland_LostCave_Room13_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room14,FiveIsland_LostCave_Room14_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room2,FiveIsland_LostCave_Room2_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room3,FiveIsland_LostCave_Room3_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room4,FiveIsland_LostCave_Room4_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room4,FiveIsland_LostCave_Room4_EventScript_Laura,KEEP,0,{}
FiveIsland_LostCave_Room5,FiveIsland_LostCave_Room5_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room6,FiveIsland_LostCave_Room6_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room7,FiveIsland_LostCave_Room7_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room8,FiveIsland_LostCave_Room8_MapScripts,KEEP,0,{}
FiveIsland_LostCave_Room9,FiveIsland_LostCave_Room9_MapScripts,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_MapScripts,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_OnLoad,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_WarehouseDoor,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_OpenWarehouseDoor,REVIEW,3,"{""delays"": {""matches"": [""60""], ""total"": 60}}"
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_WarehouseDoorAlreadyOpen,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_SetWarehouseDoorUnlocked,KEEP,0,{}
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_Rocket1,STUB,4,"{""boss_battles"": [""TEAM_""]}"
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_Rocket2,STUB,4,"{""boss_battles"": [""TEAM_""]}"
FiveIsland_Meadow,FiveIsland_Meadow_EventScript_Rocket3,STUB,4,"{""boss_battles"": [""TEAM_""]}"
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_MapScripts,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_MemorialMan,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""], ""delays"": {""matches"": [""45""], ""total"": 45}}"
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_AlreadyGotTM42,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_ReturnedForTM42,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_Memorial,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_AskPlaceLemonade,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_PlaceLemonade,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""], ""delays"": {""matches"": [""45""], ""total"": 45}}"
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_ReceivedTM42,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_NoRoomForTM42,KEEP,0,{}
FiveIsland_MemorialPillar,FiveIsland_MemorialPillar_EventScript_MemorialLemonadeAlreadyPlaced,KEEP,0,{}
FiveIsland_PokemonCenter_1F,FiveIsland_PokemonCenter_1F_MapScripts,KEEP,0,{}
FiveIsland_PokemonCenter_1F,FiveIsland_PokemonCenter_1F_OnTransition,KEEP,0,{}
FiveIsland_PokemonCenter_1F,FiveIsland_PokemonCenter_1F_EventScript_Nurse,KEEP,0,{}
FiveIsland_PokemonCenter_1F,FiveIsland_PokemonCenter_1F_EventScript_Chef,KEEP,0,{}
FiveIsland_PokemonCenter_1F,FiveIsland_PokemonCenter_1F_EventScript_CooltrainerF,KEEP,0,{}
FiveIsland_PokemonCenter_2F,FiveIsland_PokemonCenter_2F_MapScripts,KEEP,0,{}
FiveIsland_PokemonCenter_2F,FiveIsland_PokemonCenter_2F_EventScript_Colosseum,KEEP,0,{}
FiveIsland_PokemonCenter_2F,FiveIsland_PokemonCenter_2F_EventScript_TradeCenter,KEEP,0,{}
FiveIsland_PokemonCenter_2F,FiveIsland_PokemonCenter_2F_EventScript_RecordCorner,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_MapScripts,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_OnWarp,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_EventScript_TurnPlayerNorth,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_OnFrame,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_EventScript_SelphyReturnHomeScene,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_Movement_SelphyEnterHome,KEEP,0,{}
FiveIsland_ResortGorgeous,FiveIsland_ResortGorgeous_EventScript_SelphysHouseSign,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_MapScripts,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_Selphy,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_RequestMon,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_RequestTookTooLong,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_CheckForRequestedMon,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_ShowRequestedMon,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_ButlerApproachPlayerNorth,KEEP,1.5,"{""cutscene_movement"": [""applymovement"", ""applymovement"", ""applymovement""]}"
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_ButlerApproachPlayerSouth,KEEP,1.0,"{""cutscene_movement"": [""applymovement"", ""applymovement""]}"
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_ButlerApproachPlayerEast,KEEP,1.5,"{""cutscene_movement"": [""applymovement"", ""applymovement"", ""applymovement""]}"
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_ButlerApproachPlayerWest,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_NoRoomForReward,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_JustFulfilledRequest,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_Movement_ButlerApproachPlayerNorth,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_Movement_ButlerApproachPlayerSouth,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_Movement_ButlerApproachPlayerEast,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_Movement_ButlerApproachPlayerWest,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_Movement_ButlerEnter,KEEP,0,{}
FiveIsland_ResortGorgeous_House,FiveIsland_ResortGorgeous_House_EventScript_Butler,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_MapScripts,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_OnTransition,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_OnLoad,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_SetArrowsForReEntry,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Cage,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_CageUnlocked,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Computer,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Admin2Trigger,KEEP,0.5,"{""cutscene_movement"": [""applymovement""]}"
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Gideon,STUB,4,"{""boss_battles"": [""Rocket""]}"
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_MentionGiovannisKid,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_DefeatedGideon,KEEP,0,{}
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Grunt2,STUB,4,"{""boss_battles"": [""TEAM_""]}"
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Grunt3,STUB,4,"{""boss_battles"": [""TEAM_""]}"
FiveIsland_RocketWarehouse,FiveIsland_RocketWarehouse_EventScript_Admin2,STUB,4,"{""boss_battles"": [""TEAM_""]}"
